name,rut,gender,birth_date,observation_date,heart_rate,diastolic_blood_pressure,systolic_blood_pressure
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2016-05-28,86,78.0,109.3
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,1997-03-18,68,69.9,96.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-05-27,74,89.4,130.2
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2015-09-06,65,90.5,125.7
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2013-09-30,85,82.8,115.1
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,1995-01-04,66,84.7,119.0
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2017-10-14,87,96.8,137.6
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1978-05-05,72,96.6,136.9
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2017-04-13,88,90.8,127.3
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,2011-08-09,66,95.6,133.0
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2008-10-15,73,96.6,138.5
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2008-03-21,90,90.3,130.8
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1998-02-01,83,84.6,120.8
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1989-04-15,84,86.1,122.2
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1984-03-16,100,82.5,116.2
Gabriel Gaspar Lobos Zuñiga,16278919-8,non_binary,1969-04-04,1979-09-08,69,80.9,114.5
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-04-27,68,81.5,114.6
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-06-10,72,92.6,132.3
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2018-12-21,88,82.5,116.1
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2011-12-06,95,88.2,124.1
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2014-07-10,87,78.3,110.3
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1992-01-17,91,99.2,141.2
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1983-11-16,97,79.7,110.4
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2021-05-19,76,89.2,125.7
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2012-12-21,90,86.2,123.5
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2007-05-24,83,88.7,124.3
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2007-01-22,84,88.4,124.9
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,2019-05-23,73,108.3,156.8
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2013-06-28,72,92.5,131.2
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2008-04-07,89,73.8,105.6
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2014-02-27,83,83.4,119.5
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2005-01-04,94,92.0,131.4
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2018-09-19,63,92.8,131.7
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2008-10-30,91,80.5,112.8
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2021-02-23,76,89.8,127.0
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,1960-05-26,69,93.3,131.4
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2021-03-19,68,78.6,111.2
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2017-02-13,68,95.9,134.6
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2009-09-05,86,96.5,139.2
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2018-10-22,77,98.7,141.4
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-10-15,69,83.9,118.1
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1983-08-24,83,80.9,113.9
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1998-03-07,83,89.8,129.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-10-23,75,86.4,122.5
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2001-09-06,92,92.3,129.8
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,2019-04-23,74,113.9,162.7
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2001-03-02,66,78.7,110.6
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1990-10-03,86,87.1,123.2
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1996-08-29,82,89.0,124.7
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-09-10,73,81.9,113.1
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2019-08-05,66,74.9,105.9
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1998-11-26,88,79.9,111.3
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1996-09-07,73,88.4,126.5
Tomás José Jara Gallardo,13325727-6,male,1975-12-01,2018-04-11,94,81.9,113.6
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1970-05-11,65,86.4,121.9
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2019-11-30,73,96.5,137.1
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,1973-12-08,69,65.4,91.1
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2010-07-28,92,82.5,116.8
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2001-02-17,98,79.1,111.2
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1995-12-20,96,90.1,127.4
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1995-01-01,91,86.7,122.7
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1984-07-13,95,78.3,111.6
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2008-08-09,85,84.6,120.5
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2019-10-22,90,100.8,144.3
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2018-05-08,71,86.0,121.2
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2016-04-05,97,87.9,123.2
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1983-01-07,94,85.9,121.3
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2012-03-13,85,78.2,107.7
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2003-09-20,87,91.9,132.0
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-05-24,74,83.2,116.7
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1983-02-09,97,88.1,125.4
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-12-16,78,70.0,101.6
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1993-04-04,93,84.2,119.3
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,1988-07-09,77,81.0,112.9
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2002-04-01,86,88.3,125.2
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2018-03-15,89,82.5,117.6
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2015-11-07,95,87.0,125.0
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2019-07-14,84,85.0,120.5
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,1994-07-17,78,90.4,125.7
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-04-11,75,97.1,138.5
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1996-10-11,94,83.4,118.3
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1992-06-12,83,98.0,138.2
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1985-09-17,98,91.8,130.7
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2021-02-07,81,70.5,101.1
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2021-04-22,88,93.6,131.6
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2013-07-14,83,85.8,122.8
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2016-03-18,75,87.3,119.9
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,2001-03-01,69,82.1,114.8
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2003-12-20,73,95.2,136.2
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2018-02-25,71,94.3,136.2
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2020-08-12,72,67.9,93.5
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2021-05-26,70,100.8,141.2
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2018-01-31,73,82.8,118.7
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1995-05-10,88,83.3,119.1
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-02-11,76,80.4,113.3
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1996-08-23,71,91.3,131.0
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1979-07-01,92,92.6,129.9
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2016-08-06,91,80.8,114.3
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2001-06-18,92,83.7,117.7
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2005-11-06,62,81.0,113.6
José Benjamín Alvarado Becerra,17021419-6,non_binary,2012-05-21,2020-08-03,73,78.0,107.1
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,1965-12-30,75,69.9,98.4
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2013-06-04,91,78.6,112.3
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-08-18,69,101.7,143.9
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1984-10-02,97,79.1,112.8
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2020-08-29,88,93.4,133.0
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2017-01-25,79,86.4,121.1
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1980-05-02,89,90.2,127.6
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-09-26,63,82.2,116.0
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,2018-06-08,69,123.6,179.0
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1968-12-11,77,97.9,137.5
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2011-10-11,89,83.5,118.5
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1987-04-21,82,75.0,103.3
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2021-06-05,70,115.4,161.9
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2017-08-09,68,92.2,132.4
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2003-06-21,85,82.7,114.8
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1975-09-26,85,102.1,145.5
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1992-06-28,82,90.5,126.3
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1981-12-08,85,60.3,85.3
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2021-05-10,73,99.0,140.9
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2014-04-05,73,92.5,132.4
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2020-10-14,65,82.8,118.0
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2011-04-05,89,91.2,127.3
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-04-06,80,78.6,110.8
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2006-10-09,68,77.4,109.1
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2015-07-16,97,96.6,137.1
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2004-01-22,78,93.5,131.6
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2008-09-27,91,84.9,120.1
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1977-06-08,85,84.4,121.3
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-11-25,71,84.8,122.3
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,1997-05-07,89,85.1,119.5
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2016-11-05,90,88.4,124.2
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2019-05-23,95,92.4,128.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-10-04,81,100.2,143.6
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2014-06-13,86,81.9,116.4
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2018-04-20,86,88.9,124.0
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2014-10-18,71,85.6,120.6
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2016-11-10,65,87.9,122.8
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2018-01-19,68,78.7,112.5
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2006-05-25,70,77.6,109.4
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,2014-12-31,84,93.9,134.0
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2019-04-07,75,81.6,116.2
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2011-03-21,85,84.6,118.9
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-12-22,64,90.5,128.8
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2013-10-22,91,84.0,116.3
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,1975-05-20,82,87.2,122.0
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2005-03-17,85,81.5,115.5
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2002-04-23,99,94.2,135.4
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2020-02-14,93,73.0,101.3
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2014-06-05,63,95.4,134.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-01-10,70,79.5,112.1
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-10-08,72,93.4,131.8
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1993-08-03,96,98.6,140.0
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,1995-11-24,72,96.1,136.2
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2007-07-02,67,83.8,119.4
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2001-07-30,91,78.6,112.4
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2018-09-25,91,81.2,113.5
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2020-05-25,60,75.3,105.7
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,1984-01-27,88,90.9,128.0
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-04-18,67,90.3,127.1
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2020-01-01,76,93.6,129.6
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2011-03-15,100,61.5,87.1
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1993-08-30,88,84.6,117.3
Tomás José Jara Gallardo,13325727-6,male,1975-12-01,1980-06-06,86,91.7,128.8
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,1959-01-05,67,79.2,112.6
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-01-08,72,80.4,113.9
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1989-02-19,94,84.7,119.7
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1977-01-31,86,84.7,116.2
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2013-05-08,88,100.8,139.7
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2009-12-17,88,93.3,134.5
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2021-03-21,62,85.6,120.1
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-12-05,70,91.6,128.2
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1955-02-04,72,93.1,132.7
Gabriel Gaspar Lobos Zuñiga,16278919-8,non_binary,1969-04-04,2017-03-17,75,71.1,101.0
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,1967-02-22,63,89.2,123.4
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2011-11-22,92,88.1,124.7
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-06-28,63,95.4,138.1
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2014-07-15,87,78.2,112.5
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2010-12-24,92,80.7,115.3
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2007-12-04,91,93.6,130.5
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-01-07,73,92.8,129.9
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2020-03-19,61,93.2,135.5
Tomás José Jara Gallardo,13325727-6,male,1975-12-01,1995-03-23,92,77.4,105.8
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-06-23,71,71.8,103.6
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1996-11-02,87,89.9,129.1
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2014-06-11,106,84.1,119.5
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-09-18,71,73.1,103.2
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2001-04-22,87,84.1,118.3
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1994-11-19,86,103.7,150.1
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2002-06-20,86,86.6,122.0
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2019-09-06,67,97.3,141.9
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1982-09-07,93,64.4,88.9
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2018-09-10,85,70.6,99.2
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2013-06-27,73,85.1,120.6
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2018-03-26,93,96.3,136.1
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1993-12-21,91,89.8,129.2
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-09-05,73,74.4,105.0
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2021-03-11,74,73.0,103.7
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2008-05-27,100,85.9,121.8
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2008-11-04,87,85.4,121.9
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2010-05-02,86,76.2,107.4
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2002-08-02,98,88.9,124.4
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2020-01-22,90,87.6,123.2
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-02-20,70,87.5,124.3
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-11-06,71,82.4,118.5
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-08-16,70,68.2,97.5
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1997-07-01,97,69.0,95.3
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1999-05-22,98,88.4,123.4
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,1991-12-04,64,77.1,106.6
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,1975-05-23,90,94.5,133.0
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1989-12-31,98,93.3,131.7
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2006-01-04,91,84.4,119.1
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,2017-02-12,68,109.7,156.1
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2016-01-13,69,98.8,140.5
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1989-06-18,83,84.7,120.5
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2008-09-12,84,88.7,123.6
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2009-10-11,90,87.3,120.8
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2020-12-15,64,79.6,111.0
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1982-06-02,87,80.7,113.7
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2020-08-24,93,84.3,120.1
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2006-05-31,86,82.7,117.1
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2020-12-31,61,83.5,120.1
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1992-11-01,89,90.3,127.8
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1968-04-19,64,86.6,122.5
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1965-10-03,63,84.7,116.3
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,1992-03-01,74,101.4,143.0
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1994-08-01,88,93.2,132.0
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2021-03-15,65,92.9,132.3
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1992-05-30,69,82.6,116.8
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2016-03-18,62,87.3,122.6
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2012-01-17,85,78.4,108.1
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1983-10-10,84,84.9,117.7
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1987-06-28,91,76.1,107.9
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2013-08-18,70,88.1,125.1
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,1978-09-23,73,70.9,99.5
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2006-05-28,90,96.3,138.0
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1994-09-21,87,77.8,107.6
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,1999-11-24,73,88.7,123.7
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,1984-09-09,68,87.9,123.9
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2016-04-20,90,93.7,131.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-10-16,77,100.2,140.0
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2015-12-03,78,89.3,128.6
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2002-01-25,84,95.7,136.2
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1981-01-07,95,84.2,121.4
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-03-07,65,81.7,113.3
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2019-11-15,74,81.7,114.7
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2015-07-23,89,66.8,93.9
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2006-04-05,89,87.2,123.4
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1979-02-14,84,93.1,132.9
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,1959-11-18,93,84.1,117.2
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2013-10-22,83,126.7,180.5
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2007-05-05,94,88.4,123.8
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-08-27,67,94.0,135.3
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2020-04-05,64,84.9,119.3
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-10-14,65,80.4,113.5
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2010-08-31,90,71.3,101.1
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1976-03-25,89,75.6,106.6
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1980-06-18,85,88.5,126.3
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2015-03-05,92,89.0,124.9
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2012-03-23,94,85.5,121.8
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2013-10-04,90,81.8,114.0
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2013-12-02,102,93.4,131.1
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2013-10-09,60,70.6,98.7
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2014-01-13,68,89.1,122.9
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2010-08-02,97,84.6,117.9
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2011-10-02,64,85.2,122.9
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1965-12-26,73,100.5,142.6
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-01-13,73,85.5,118.4
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2009-07-02,99,77.4,108.2
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2010-07-30,84,97.8,138.0
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2020-10-02,95,84.3,118.6
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2010-02-15,94,94.0,133.2
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1987-03-01,73,95.3,134.2
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-04-12,64,79.2,112.8
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1987-05-23,88,85.8,122.0
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2008-03-28,91,90.2,127.4
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2013-09-13,83,67.7,98.6
Gabriel Gaspar Lobos Zuñiga,16278919-8,non_binary,1969-04-04,1977-07-02,73,85.5,120.2
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1990-12-22,89,78.6,110.0
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2016-10-05,94,90.0,129.6
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2002-11-21,95,79.9,112.6
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-06-26,64,88.8,126.4
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-05-22,76,78.8,109.2
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1999-09-09,89,87.8,126.3
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1989-07-21,89,75.0,104.5
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-02-15,62,87.4,122.8
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,1994-02-21,62,86.6,121.2
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2021-03-05,74,83.4,117.2
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-04-18,78,78.2,110.5
